FNDDTL_FUND_DETAIL_KEY,FNDDTL_FUND_DETAIL_CODE,FNDDTL_FUND_DETAIL_NAME,FND_FUND_CODE,FND_FUND_NAME
3699,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3700,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3701,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3702,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3703,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3704,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3705,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3706,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3707,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3708,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3709,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3710,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3711,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3712,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3713,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3714,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3715,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3716,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3717,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3718,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3719,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3720,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3721,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3722,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3723,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3724,1000,FEDERAL TRUST,10,FEDERAL TRUST
3725,1000,FEDERAL TRUST,10,FEDERAL TRUST
3726,1000,FEDERAL TRUST,10,FEDERAL TRUST
3727,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3728,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3729,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3730,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3731,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3732,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3733,1000,FEDERAL TRUST,10,FEDERAL TRUST
3734,1000,FEDERAL TRUST,10,FEDERAL TRUST
3735,1000,FEDERAL TRUST,10,FEDERAL TRUST
3736,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3737,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3738,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3739,1000,FEDERAL TRUST,10,FEDERAL TRUST
3740,1000,FEDERAL TRUST,10,FEDERAL TRUST
3741,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3742,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3743,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3744,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3745,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3746,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3747,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3748,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3749,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3750,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3751,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3752,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3753,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3754,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3755,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3756,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3757,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3758,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3759,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3760,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3761,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3762,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3763,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3764,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3765,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3766,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3767,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3768,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3769,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3770,1000,FEDERAL TRUST,10,FEDERAL TRUST
3771,1000,FEDERAL TRUST,10,FEDERAL TRUST
3772,1000,FEDERAL TRUST,10,FEDERAL TRUST
3773,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3774,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3775,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3776,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3777,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3778,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3779,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3780,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3781,1000,FEDERAL TRUST,10,FEDERAL TRUST
3782,1000,FEDERAL TRUST,10,FEDERAL TRUST
3783,1000,FEDERAL TRUST,10,FEDERAL TRUST
3784,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3785,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3786,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3787,1000,FEDERAL TRUST,10,FEDERAL TRUST
3788,1000,FEDERAL TRUST,10,FEDERAL TRUST
3789,1000,FEDERAL TRUST,10,FEDERAL TRUST
3790,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3791,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3792,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3793,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3794,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3795,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3796,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3797,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3798,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3799,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3800,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3801,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3802,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3803,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3804,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3805,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3806,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3807,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3808,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3809,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3810,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3811,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3812,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3813,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3814,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3815,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3816,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3817,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3818,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3819,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3820,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3821,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3822,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3823,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3824,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3825,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3826,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3827,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3828,0700,TRUST AND AGENCY,07,TRUST AND AGENCY
3829,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3830,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3831,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3832,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3833,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3834,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3835,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3836,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3837,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3838,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3839,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3840,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3841,1000,FEDERAL TRUST,10,FEDERAL TRUST
3842,1000,FEDERAL TRUST,10,FEDERAL TRUST
3843,1000,FEDERAL TRUST,10,FEDERAL TRUST
3844,1000,FEDERAL TRUST,10,FEDERAL TRUST
3845,1000,FEDERAL TRUST,10,FEDERAL TRUST
3846,1000,FEDERAL TRUST,10,FEDERAL TRUST
3847,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3848,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3849,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3850,1000,FEDERAL TRUST,10,FEDERAL TRUST
3851,1000,FEDERAL TRUST,10,FEDERAL TRUST
3852,1000,FEDERAL TRUST,10,FEDERAL TRUST
3853,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3854,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3855,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3856,1000,FEDERAL TRUST,10,FEDERAL TRUST
3857,1000,FEDERAL TRUST,10,FEDERAL TRUST
3858,1000,FEDERAL TRUST,10,FEDERAL TRUST
3859,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3860,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3861,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3862,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3863,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3864,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3865,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3866,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3867,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3868,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3869,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3870,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3871,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3872,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3873,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3874,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3875,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3876,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3877,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3878,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3879,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3880,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3881,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3882,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3883,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3884,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3885,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3886,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3887,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3888,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3889,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3890,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3891,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3892,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3893,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3894,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3895,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3896,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3897,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3898,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3899,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3900,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3901,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3902,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3903,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3904,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3905,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3906,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3907,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3908,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3909,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3910,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3911,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3912,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3913,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3914,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3915,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3916,1000,FEDERAL TRUST,10,FEDERAL TRUST
3917,1000,FEDERAL TRUST,10,FEDERAL TRUST
3918,2500,TREASURERS EQUITY IN CASH,25,TREASURERS EQUITY IN CASH
3919,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3920,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3921,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3922,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3923,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3924,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3925,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3926,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3927,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3928,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3929,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3930,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3931,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3932,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3933,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3934,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3935,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3936,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3937,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3938,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3939,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3940,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3941,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3942,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3943,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3944,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3945,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3946,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3947,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3948,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3949,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3950,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3951,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3952,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3953,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3954,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3955,1100,GENERAL FEDERAL MATCH,11,GENERAL FEDERAL MATCH
3956,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3957,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3958,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3959,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3960,2200,SPECIAL REVENUE FEDERAL MATCH,22,SPECIAL REVENUE FEDERAL MATCH
3961,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3962,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3963,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3964,2500,TREASURERS EQUITY IN CASH,25,TREASURERS EQUITY IN CASH
3965,2500,TREASURERS EQUITY IN CASH,25,TREASURERS EQUITY IN CASH
3966,2500,TREASURERS EQUITY IN CASH,25,TREASURERS EQUITY IN CASH
3967,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3968,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3969,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3970,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3971,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3972,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3973,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3974,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3975,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
3976,3300,HIGHER EDUCATION OPERATING FEDERAL MATCH,33,HIGHER EDUCATION OPERATING FEDERAL MATCH
