SRC_SOURCE_KEY,SRCCLS_SOURCE_CLASS_CODE,SRCCLS_SOURCE_CLASS_NAME,SRC_SOURCE_CODE,,SRC_SOURCE_NAME
216,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05022,,BRANCH BANK INVESTIGATION FEES
266,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05030,,S & L BRANCH INVESTIGATION FEES
302,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05038,,MONEY ORDER SELLER INVESTIGATION FEES
350,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05046,,OTHER BUSINESS FEES
389,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05054,,FIRE PROGRAM'S FUND
462,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05062,,INVESTMENT ADVISOR REPRESENTATIVE-REGISTRATION FEE
511,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05070,,INSURANCE FD PREMIUMS - STATE AGENCIES
547,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05080,,CAPITAL OUTLAY REVIEW FEES
589,06,INSTITUTIONAL REVENUE,06004,,HIGHER EDU GOV APPROPRIATIONS LOCAL
638,06,INSTITUTIONAL REVENUE,06012,,HIGHER EDU FACULTY & STAFF AUX SERVICES
755,06,INSTITUTIONAL REVENUE,06023,,OTHER AUXILIARY ENTERPRISES - LOCAL
837,06,INSTITUTIONAL REVENUE,06106,,"OTHER EDU, OTHER EDUCATIONAL & GENERAL INCOME"
950,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08120,,STATE APPOINTED ATTORNEY/PUBLIC DEFENDER FEES
125,66,FEDERAL GRANTS AND CONTRACTS,66436,,GRANTS/COOPERATIVE AGREEMENTS-SECTION 1442 CWA
212,66,FEDERAL GRANTS AND CONTRACTS,66466,,CHESAPEAKE BAY PROGRAM
297,66,FEDERAL GRANTS AND CONTRACTS,66504,,SOLID WASTE DISPOSAL RESEARCH
460,66,FEDERAL GRANTS AND CONTRACTS,66607,,TRAIN/FELLOWSHIPS-ENVIRONMENTAL PROTECTION AGY
617,66,FEDERAL GRANTS AND CONTRACTS,66710,,ENVIRONMENTAL JUSTICE COMM/UNIV PARTNERSHIP GRNT
727,66,FEDERAL GRANTS AND CONTRACTS,66808,,SOLID WASTE MANAGEMENT ASSISTANCE
775,77,FEDERAL GRANTS AND CONTRACTS,77001,,RADIATION CONTROL-TRNG ASST & ADVISORY COUNSELING
945,81,FEDERAL GRANTS AND CONTRACTS,81064,,OFFICE OF SCIENTIFIC AND TECHNICAL INFORMATION
956,81,FEDERAL GRANTS AND CONTRACTS,81117,,ENERGY EFFICIENY & RENEWABLE ENERGY INFO
1006,83,FEDERAL GRANTS AND CONTRACTS,83012,,HAZARDOUS MATERIALS ASSISTANCE PROGRAM
1017,83,FEDERAL GRANTS AND CONTRACTS,83537,,COMMUNITY DISASTER LOANS
1139,83,FEDERAL GRANTS AND CONTRACTS,83547,,FIRST RESPONDER COUNTER-TERRORISM TRAINING ASSIST
1227,83,FEDERAL GRANTS AND CONTRACTS,83564,,CITIZEN CORPS
1341,14,FEDERAL GRANTS AND CONTRACTS,14900,,LEAD-BASED PAINT HAZARD CONTROL PRIVATELY-OWNED
1349,15,FEDERAL GRANTS AND CONTRACTS,15605,,SPORT FISH RESTORATION
1357,15,FEDERAL GRANTS AND CONTRACTS,15620,,AFRICAN ELEPHANT CONSERVATION
1465,15,FEDERAL GRANTS AND CONTRACTS,15805,,ASSISTANCE TO STATE WATER RESOURCES RESEARCH INSTI
51,01,TAXES,01002,,RETAIL SALES TIRE TAX
121,01,TAXES,01013,,TRANSACTION RECOVERY REVENUE
135,01,TAXES,01029,,VIRGINIA LITTER TAX
205,01,TAXES,01042,,PUBLIC ROCK OYSTER EXPORT TAX
219,01,TAXES,01050,,MOTOR VEHICLE CLEAN SPECIAL FUELS TAX
342,01,TAXES,01059,,VA CATTLE TAX
353,01,TAXES,01067,,PROCESSED APPLES EXCISE TAX
439,01,TAXES,01078,,PUBLIC CARRIERS MIXED BEVERAGE BOTTLE TAX
551,01,TAXES,01086,,MOBILE HOME SALES TAX
660,02,RIGHTS AND PRIVILEGES,02223,,HOTELS-ENVIRONMENTAL HEALTH PLAN REVIEW FEE
723,02,RIGHTS AND PRIVILEGES,02231,,GRIEVANCE HEARING OFFICER SERVICES FEES
820,93,FEDERAL GRANTS AND CONTRACTS,93938,,COOP AGREEMENT - SUPPORT SCHOOL HEALTH EDC OF AIDS
877,93,FEDERAL GRANTS AND CONTRACTS,93959,,BLOCK GRANTS-PREVENTION/TREATMENT SUBSTANCE ABUSE
930,93,FEDERAL GRANTS AND CONTRACTS,93989,,SENIOR INTERNATIONAL FELLOWSHIPS
967,94,FEDERAL GRANTS AND CONTRACTS,94004,,LEARN & SERVE AMERICA-SCHOOL/COMMUNITY BASED PGM
64,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05008,,DUAL PARTY RELAY ASSESSMENTS
78,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05016,,RECEIPTS-SERVICE & MAINT ELECTRONIC EQUIP
218,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05024,,MANAGING GENERAL AGENTS FEE
271,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05032,,S & L CONVERSION INVESTIGATION FEES
1952,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08034,,ABUSIVE DRIVER CONVICTION FEE-1ST ANNUAL PAYMENT
1953,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08127,,PRO HAC VICE FEE
1954,14,FEDERAL GRANTS AND CONTRACTS,14866,,DEMOLITION/REVITALIZATN SEVERELY DISTRESS HOUSING
1955,81,FEDERAL GRANTS AND CONTRACTS,81106,,TRANSPORT OF TRANSURANIC WASTES TO PILOT PLANT
1963,66,FEDERAL GRANTS AND CONTRACTS,66940,,ENVIRONMENTAL POLICY AND STATE INNOVATION GRANTS
1965,01,TAXES,01107,,INDIVIDUAL FIDUCIARY INCOME TAX - 2007
1966,01,TAXES,01118,,ESTIMATED INCOME TAX - 2008
1967,15,FEDERAL GRANTS AND CONTRACTS,15930,,CHESAPEAKE BAY GATEWAYS NETWORK
1968,16,FEDERAL GRANTS AND CONTRACTS,16543,,MISSING CHILDREN'S ASSISTANCE
1969,17,FEDERAL GRANTS AND CONTRACTS,17268,,H-1B HIGH GROWTH JOB TRAINING GRANTS
1970,66,FEDERAL GRANTS AND CONTRACTS,66815,,BROWNFIELD JOB TRAINING COOPERATIVE AGREEMENTS
1971,84,FEDERAL GRANTS AND CONTRACTS,84373,,SPECIAL ED - TECHNICAL ASST ON STATE DATA COLLECT
1975,93,FEDERAL GRANTS AND CONTRACTS,93307,,MINORITY HEALTH & HEALTH DISPARITIES RESEARCH
1976,93,FEDERAL GRANTS AND CONTRACTS,93943,,EPIDEMIOLOGIC RESEARCH STUDIES OF AIDS & HIV
9445,17,FEDERAL GRANTS AND CONTRACTS,17271,,WORK OPPORTUNITY TAX CREDIT PROGRAM (WOTC)
9446,01,TAXES,01056,,2% MOTOR FUEL TAX
9447,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05073,,INSURANCE FD PREMIUMS-ADVANTAGE PROGRAM
9448,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08330,,PAST DUE ACCOUNTS RECEIVABLE FEES AND COST - TCS
9449,11,FEDERAL GRANTS AND CONTRACTS,11555,,PUBLIC SAFETY INTEROPERABLE COMMUNICATIONS
9450,16,FEDERAL GRANTS AND CONTRACTS,16751,,EDWARD BYRNE MEMORIAL COMPETITIVE GRANT PGM
9451,17,FEDERAL GRANTS AND CONTRACTS,17603,,BROOKWOOD - SAGO GRANT
9452,97,FEDERAL GRANTS AND CONTRACTS,97019,,NATIONAL FIRE ACADEMY EDUCATION PGM
9453,97,FEDERAL GRANTS AND CONTRACTS,97056,,PORT SECURITY GRANT PROGRAM
9454,98,FEDERAL GRANTS AND CONTRACTS,98000,,OTHER ASSIST - US AGENCY FOR INTERNATL DEVLPMNT
2142,02,RIGHTS AND PRIVILEGES,02726,,WHOLESALE WINE DISTRIBUTION TRANSACTION FEE
2143,03,SALES OF PROPERTY AND COMMODITIES,03005,,SERVICE CHARGE TO AGENCIES - INTERNET SALES
2144,06,INSTITUTIONAL REVENUE,06440,,MH & MR INPATIENT PHARMACY REVENUE
2145,06,INSTITUTIONAL REVENUE,06446,,MH & MR MEDICARE PRESCRIPTION DRUG BENEFIT
2146,06,INSTITUTIONAL REVENUE,06452,,TEMPORARY DETENTION ORDER REVENUE
2147,09,OTHER REVENUE,09010,,DEPENDENT CARE PAYROLL DEDUCTIONS
2148,97,FEDERAL GRANTS AND CONTRACTS,97070,,MAP MODERNIZATION MGT SYSTEM
2255,10,FEDERAL GRANTS AND CONTRACTS,10578,,WIC GRANTS TO STATES (WGS) - ARRA
2256,11,FEDERAL GRANTS AND CONTRACTS,11440,,"ENVIRONMENTAL SCIENCES, APPLICATIONS, DATA & EDUC"
2257,84,FEDERAL GRANTS AND CONTRACTS,84371,,STRIVING READERS
2258,84,FEDERAL GRANTS AND CONTRACTS,84381,,"BACCALAUREATE DEGREES IN SCIENCE, TECHNOLOGY, MATHEMATICS"
2259,02,RIGHTS AND PRIVILEGES,02425,,FINGERPRINT FEE
2260,03,SALES OF PROPERTY AND COMMODITIES,03342,,CW - CONTRIBUTIONS
2261,09,OTHER REVENUE,09018,,REFUNDABLE SURETY BOND COLLECTIONS
2275,15,FEDERAL GRANTS AND CONTRACTS,15655,,"MIGRATORY BIRD MONITORING, ASSESSMENT AND CONSERVATION"
2227,10,FEDERAL GRANTS AND CONTRACTS,10688,,WILDLAND FIRE MANAGEMENT - ARRA
2228,20,FEDERAL GRANTS AND CONTRACTS,20319,,HIGH-SPEED RAIL CORR-INTERCITY PASSNGR RAIL-ARRA
2229,81,FEDERAL GRANTS AND CONTRACTS,81122,,ELECTRICTY DLIVRY & RELIABILITY RESRCH-ARRA
2230,93,FEDERAL GRANTS AND CONTRACTS,93071,,MEDICARE ENROLLMENT ASSISTANCE PROGRAM
2231,93,FEDERAL GRANTS AND CONTRACTS,93134,,GRANTS TO INCREASE ORGAN DONATIONS
2232,93,FEDERAL GRANTS AND CONTRACTS,93236,,GRANTS FOR DENTAL PUBLIC HEALTH RESIDENCY TRAINING
2233,93,FEDERAL GRANTS AND CONTRACTS,93407,,SCHOLARSHIPS FOR DISADVANTAGED STUDENTS - ARRA
2234,93,FEDERAL GRANTS AND CONTRACTS,93414,,STATE PRIMARY CARE OFFICES - ARRA
2235,93,FEDERAL GRANTS AND CONTRACTS,93712,,IMMUNIZATION - ARRA
2236,93,FEDERAL GRANTS AND CONTRACTS,93717,,PREVENTING HEALTHCARE-ASSOCIATED INFECTIONS-ARRA
2237,97,FEDERAL GRANTS AND CONTRACTS,97092,,REPETITIVE FLOOD CLAIMS
1932,02,RIGHTS AND PRIVILEGES,02731,,LAND PRESERVATION TAX CREDIT FEES
1933,09,OTHER REVENUE,09013,,SCHOOL EFFICIENCY REVIEW FEES
1934,12,FEDERAL GRANTS AND CONTRACTS,12404,,NATIONAL GUARD CIVILIAN YOUTH OPPORTUNITIES
1935,17,FEDERAL GRANTS AND CONTRACTS,17266,,WORK INCENTIVE GRANTS
1936,17,FEDERAL GRANTS AND CONTRACTS,17269,,COMMUNITY BASED JOB TRAINING GRANTS
1937,84,FEDERAL GRANTS AND CONTRACTS,84264,,REHABILITATION TRAINING-CONTINUING EDUCATION
1964,01,TAXES,01005,,COMMUNICATIONS SALES AND USE TAX - VA RELAY
1977,11,FEDERAL GRANTS AND CONTRACTS,11473,,COASTAL SERVICES CENTER
1978,15,FEDERAL GRANTS AND CONTRACTS,15423,,MINERALS MANAGEMENT SERVICE ENVIRONMENTAL STUDIES PROGRAM
1979,66,FEDERAL GRANTS AND CONTRACTS,66512,,REGIONAL ENVIRONMENTAL MONITORING AND ASSESSMENT PROGRAM
1980,01,TAXES,01133,,WITHHOLDING TAX FROM PASS THRU ENTITIES
1981,01,TAXES,01137,,PASS THRU ENTITY TAX
1982,04,"DONATIONS, RECEIPTS AND TRANSFERS",04010,,DONATIONS - SALARY INCREASE
1983,07,"INTEREST, DIVIDEND AND RENTS",07322,,"ROYALTIES, OTHER"
1984,09,OTHER REVENUE,09005,,LOCALITY BUDGET REDUCTION - CHPT 879(2008)
1985,10,FEDERAL GRANTS AND CONTRACTS,10582,,FRESH FRUIT AND VEGETABLES
2615,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05083,,Motor Vehicle Title Lender (MTLV) Acquis Control Fee
2616,93,FEDERAL GRANTS AND CONTRACTS,93734,,Emp Older Adult with Disab Chronic Dis Self Mgmt
2617,12,FEDERAL GRANTS AND CONTRACTS,12614,,Comm Econ Adj Assist for Adv Plan and Econ Diverse
2618,12,FEDERAL GRANTS AND CONTRACTS,12217,,Electronic Absentee Systems for Elections
2619,93,FEDERAL GRANTS AND CONTRACTS,93736,,HCV Test and Linkage to care for persons who inject
2620,84,FEDERAL GRANTS AND CONTRACTS,84382,,Strengthing Minority Serving institutions
2655,09,OTHER REVENUE,09032,,ADAP 340B Drug Rebates
2656,01,TAXES,01098,,State Sales Use Tax 2013 Session .3 Incr
2657,17,FEDERAL GRANTS AND CONTRACTS,17270,,Reintergration of Ex Offenders
9522,84,FEDERAL GRANTS AND CONTRACTS,84379,,Teacher Educ Assist for College and HE Grants
9523,93,FEDERAL GRANTS AND CONTRACTS,93314,,Early Hearing Detect and Intervention IS Surv Prog
9524,93,FEDERAL GRANTS AND CONTRACTS,93611,,Strong Start for Mothers and Newborns
9525,93,FEDERAL GRANTS AND CONTRACTS,93757,,"St Pub Hlth Actions to Prvt & Cntr Diab, HD & Obes"
9526,01,TAXES,01203,,REGIONAL TRANSIENT OCCUPANCY TAX
9527,20,FEDERAL GRANTS AND CONTRACTS,20528,,RAIL FIXED GUIDEWAY PTS STATE SAFETY OS FORM GRANT
9528,84,FEDERAL GRANTS AND CONTRACTS,84419,,PRESCHOOL DEVELOPMENT GRANTS
9529,93,FEDERAL GRANTS AND CONTRACTS,93065,,"LAB LEADERSHIP, WF TRAIN AND MGMT DVLP, IMP PH LAB"
9530,93,FEDERAL GRANTS AND CONTRACTS,93070,,ENVIRONMENTAL PUBLIC HEALTH AND EMERGENCY RESPONSE
9531,93,FEDERAL GRANTS AND CONTRACTS,93758,,PREV HLTH & HLTH SERV BLK GRANT FUNDED BY PPHF
9532,93,FEDERAL GRANTS AND CONTRACTS,93424,,NONACA/PPHF-BUILD CAP PHS TO IMP POP HLTH THRU NNO
9533,93,FEDERAL GRANTS AND CONTRACTS,93305,,NATIONAL STATE BASED TOBACCO CONTROL PROGRAMS
9534,93,FEDERAL GRANTS AND CONTRACTS,93323,,EPIDEMIOLOGY AND LAB CAPACITY FOR INFECT DISEASES
9535,93,FEDERAL GRANTS AND CONTRACTS,93524,,BLDG CAP OF PHS IMPROV POP HLTH THRU NAT NPO
9536,93,FEDERAL GRANTS AND CONTRACTS,93336,,BEHAVIORAL RISK FACTOR SURVEILLANCE SYSTEM
9537,93,FEDERAL GRANTS AND CONTRACTS,93815,,DOM EBOLA SUPP EPIDEM AND LAB CAP FOR INF DISEASES
9538,93,FEDERAL GRANTS AND CONTRACTS,93369,,ACL INDEPENDENT LIVING STATE GRANTS
9539,16,FEDERAL GRANTS AND CONTRACTS,16582,,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS
9540,15,FEDERAL GRANTS AND CONTRACTS,15153,,HUR SANDY DISASTER RELIEF-COASTAL RESILIENCY GRANT
9541,15,FEDERAL GRANTS AND CONTRACTS,15408,,BUREAU OF OCEAN ENERGY MANG RENEWABLE ENERGY PROG
9542,93,FEDERAL GRANTS AND CONTRACTS,93328,,NATL IMPL AND DISSEMINATION FOR CHRON DISEASE PREV
9544,93,FEDERAL GRANTS AND CONTRACTS,93829,,DEMONSTRATION PROG TO IMP COMM MENTAL HTH SERVICES
9545,10,FEDERAL GRANTS AND CONTRACTS,10932,,REGIONAL CONSERVATION PARTNERSHIP PROGRAM
9546,15,FEDERAL GRANTS AND CONTRACTS,15677,,HURRICANE SANDY DISASTER RELIEF ACTIVITIES- FWS
9547,93,FEDERAL GRANTS AND CONTRACTS,93817,,HPP EBOLA PREPAREDNESS AND RESPONSE ACTIVITIES
9548,20,FEDERAL GRANTS AND CONTRACTS,20235,,COMMERCIAL MOTOR VEHICLE OPERATOR TRAINING GRANTS
9549,93,FEDERAL GRANTS AND CONTRACTS,93800,,ORG APPROACHES TO INC COLORECTAL CANCER SCREENING
9550,93,FEDERAL GRANTS AND CONTRACTS,93249,,PUBLIC HEALTH TRAINING CENTERS PROGRAM
9551,93,FEDERAL GRANTS AND CONTRACTS,93464,,ACL ASSISTIVE TECHNOLOGY
9552,94,FEDERAL GRANTS AND CONTRACTS,94021,,VOLUNTEER GENERATION FUND
9566,93,FEDERAL GRANTS AND CONTRACTS,93763,,ALZHEIMERS DISEASE INT: SPECIALZD SUPPRT SERV PRJT
9567,17,FEDERAL GRANTS AND CONTRACTS,17281,,WIA/WIOA DLW NATNL RESERVE TECHN ASST TRAINING FD
9568,15,FEDERAL GRANTS AND CONTRACTS,15669,,COOPERATIVE LANDSCAPE CONSERVATION
9569,95,FEDERAL GRANTS AND CONTRACTS,95001,,HIGH INTENSITY DRUG TRAFFICKING AREAS PROGRAM
9570,10,FEDERAL GRANTS AND CONTRACTS,10311,,BEGINNING FARMER AND RANCHER DEVELOPMENT PROGRAM
9571,19,FEDERAL GRANTS AND CONTRACTS,19705,,TRANS-NATIONAL CRIME
9572,81,FEDERAL GRANTS AND CONTRACTS,81123,,NNSA MINORITY SERVING INSTITUTIONS (MSI) PROGRAM
9573,15,FEDERAL GRANTS AND CONTRACTS,15660,,ENDANGERED SPECIES-CANDIDATE CONSERV ACTION FUNDS
9574,93,FEDERAL GRANTS AND CONTRACTS,93773,,Medicare Hospital Insurance
9575,93,FEDERAL GRANTS AND CONTRACTS,93093,,Aca Hlth Profess Opport Grants
9576,93,FEDERAL GRANTS AND CONTRACTS,93870,,Mat Inf & Early Childhood Home
9577,10,FEDERAL GRANTS AND CONTRACTS,10117,,Biofuel Infrastructure Partner
9578,02,RIGHTS AND PRIVILEGES,02461,,Natgas Auto Mech Reg Fees
9583,84,FEDERAL GRANTS AND CONTRACTS,84408,,Scholarships For Vet Dependnts
9584,10,FEDERAL GRANTS AND CONTRACTS,10868,,Rural Energy For America Progr
9585,93,FEDERAL GRANTS AND CONTRACTS,93073,,Birthdefect&Develpmntldisablty
1301,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08314,,VIOLATION OF FAIR ELECTIONS PRACTICES ACT
1309,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08322,,PAST DUE ACCOUNTS RECEIVABLE FEES AND COSTS
1317,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08397,,CIRCUIT COURT CLERKS FEES
1405,09,OTHER REVENUE,09007,,PROCEEDS FROM UNCLAIMED LOTTERY PRIZES
1413,09,OTHER REVENUE,09022,,FORESTRY SERVICES TO LANDOWNERS
1501,09,OTHER REVENUE,09040,,ROYALTIES FROM LEASED LAND
1471,15,FEDERAL GRANTS AND CONTRACTS,15812,,COOPERATIVE RESEARCH UNITS PROGRAM
1479,15,FEDERAL GRANTS AND CONTRACTS,15977,,STATE PARTNERSHIPS
1625,16,FEDERAL GRANTS AND CONTRACTS,16400,,CITIZENSHIP EDUCATION AND TRAINING
1633,16,FEDERAL GRANTS AND CONTRACTS,16554,,NATIONAL CRIMINAL HISTORY IMPROVEMENT PROGRAM
1667,16,FEDERAL GRANTS AND CONTRACTS,16602,,CORRECTIONS RESEARCH/EVALUATION/POLICY FORMULATION
1675,17,FEDERAL GRANTS AND CONTRACTS,17002,,LABOR FORCE STATISTICS
1703,17,FEDERAL GRANTS AND CONTRACTS,17245,,TRADE ADJUSTMENT ASSISTANCE - WORKERS
1711,17,FEDERAL GRANTS AND CONTRACTS,17258,,WIA ADULT PROGRAM
1719,17,FEDERAL GRANTS AND CONTRACTS,17504,,CONSULTATION AGREEMENTS
1430,10,FEDERAL GRANTS AND CONTRACTS,10200,,GRANTS FOR AGRICULTURAL RESEARCH - SPECIAL
1438,10,FEDERAL GRANTS AND CONTRACTS,10215,,SUSTAINABLE AGRICULTURE RESEARCH & EDUCATION
1526,10,FEDERAL GRANTS AND CONTRACTS,10227,,INSTITUTIONS RESEARCH PROGRAM
1534,10,FEDERAL GRANTS AND CONTRACTS,10435,,STATE MEDIATION GRANTS
1602,10,FEDERAL GRANTS AND CONTRACTS,10550,,FOOD DISTRIBUTION
1610,10,FEDERAL GRANTS AND CONTRACTS,10560,,STATE ADMIN EXPEN FOR CHILD NUTRITION
1618,10,FEDERAL GRANTS AND CONTRACTS,10600,,FOREIGN MARKET DEVELOPMENT COOPERATOR PROGRAM
910,93,FEDERAL GRANTS AND CONTRACTS,93579,,U. S. REPATRIATE PROGRAM
989,93,FEDERAL GRANTS AND CONTRACTS,93599,,CHAFEE EDUCAION & TRAINING VOUCHERS PROGRAM
997,93,FEDERAL GRANTS AND CONTRACTS,93645,,CHILD WELFARE SERVICES - STATE GRANTS
1085,93,FEDERAL GRANTS AND CONTRACTS,93670,,CHILD ABUSE & NEGLECT DISCRETIONARY ACTIVITIES
1093,93,FEDERAL GRANTS AND CONTRACTS,93778,,MEDICAL ASSISTANCE PROGRAM
1190,93,FEDERAL GRANTS AND CONTRACTS,93846,,"ARTHS, MUSCULOSKELETAL AND SKIN DISEASES RESEARCH"
1198,93,FEDERAL GRANTS AND CONTRACTS,93862,,GENETICS & DEVELOPMENTAL BIOLOGY RESEARCH
1286,93,FEDERAL GRANTS AND CONTRACTS,93887,,HEALTH CARE AND OTHER FACILITES
1294,93,FEDERAL GRANTS AND CONTRACTS,93913,,GRANTS TO STATES-OPERATION OFFICES OF RURAL HEALTH
1046,02,RIGHTS AND PRIVILEGES,02363,,LIMITED LIABILITY PART. - AMENDMENT/CANCELLATION
1054,02,RIGHTS AND PRIVILEGES,02407,,REGULATORY BOARD DUP LICENSE CERTIFICATE FEE
1162,02,RIGHTS AND PRIVILEGES,02415,,PRIVATE SECURITY INVESTIGATOR/GUARD REGULATORY FEE
1170,02,RIGHTS AND PRIVILEGES,02423,,POLYGRAPH REGULATORY FEES
1178,02,RIGHTS AND PRIVILEGES,02435,,"ASBESTOS, LEAD AND HOME INSPECTOR REGULATORY FEES"
1266,02,RIGHTS AND PRIVILEGES,02443,,LAND SURVEYOR REGULATORY FEES
1274,02,RIGHTS AND PRIVILEGES,02451,,AUCTIONEER REGULATORY FEES
1382,02,RIGHTS AND PRIVILEGES,02459,,ANNUAL FEE - TOLL ROAD REGULATION
1390,02,RIGHTS AND PRIVILEGES,02507,,HWY TOLLS-RICH-PETE TURNPIKE
1398,02,RIGHTS AND PRIVILEGES,02516,,OPERATING CONCESSIONS ON STATE PROPERTY - TAXABLE
1365,02,RIGHTS AND PRIVILEGES,02613,,ASSESSOR TRAINING AND EDUCATION FEES
1373,02,RIGHTS AND PRIVILEGES,02621,,SEAFOOD INDUSTRY FEES
1481,02,RIGHTS AND PRIVILEGES,02631,,ECONOMIC POISONS REGISTRATION & ANALYSIS FEES
1489,02,RIGHTS AND PRIVILEGES,02640,,LIME TONNAGE INSPECTION FEE
1497,02,RIGHTS AND PRIVILEGES,02648,,FAMILY PLANNING SERVICES
1565,02,RIGHTS AND PRIVILEGES,02656,,COMMERCIAL PESTICIDE APPLICATORS CERTIFICATION FEE
1573,02,RIGHTS AND PRIVILEGES,02665,,CERTIFICATES OF AUTHENTICATION
1641,02,RIGHTS AND PRIVILEGES,02673,,MATERNAL & CHILD HEALTH FEES
1649,02,RIGHTS AND PRIVILEGES,02681,,PROFESSIONAL FUND-RAISING COUNSEL REGISTRATION FEE
1657,02,RIGHTS AND PRIVILEGES,02694,,MEDICAID PEDIATRIC CLINIC VISITS
2455,11,FEDERAL GRANTS AND CONTRACTS,11008,,NOAA MISSION-RELATED EDUCATION AWARDS
2456,15,FEDERAL GRANTS AND CONTRACTS,15424,,MARINE MINERAL ACTIVITIES
2457,16,FEDERAL GRANTS AND CONTRACTS,16745,,CRIMINAL AND JUVENILE JUSTICE AND MENTAL HLTH COLL PRG
2458,16,FEDERAL GRANTS AND CONTRACTS,16812,,SECOND CHANCE ACT PRISONER REENTRY INITIATIVE
2459,93,FEDERAL GRANTS AND CONTRACTS,93270,,ADULT VIRAL HEPATITIS PREVENTION AND CONTROL
2460,93,FEDERAL GRANTS AND CONTRACTS,93500,,SUPPORT FOR PREGNANT AND PARENTING TEENS AND WOMEN
2461,93,FEDERAL GRANTS AND CONTRACTS,93507,,STRENGTHENING PUB HLTH INFRA FOR IMP HLTH OUTCOMES
2462,93,FEDERAL GRANTS AND CONTRACTS,93509,,ACA-STATE HEALTH CARE WORKFORCE DEVELOPMENT GRANTS
2463,93,FEDERAL GRANTS AND CONTRACTS,93517,,ACA-AGING AND DISABILITY RESOURCE CENTER
2464,93,FEDERAL GRANTS AND CONTRACTS,93518,,ACA-MEDICARE IMPROVEMENTS FOR PATIENTS AND PROVIDERS
2465,93,FEDERAL GRANTS AND CONTRACTS,93523,,THE AFFORDABLE CARE ACT: HIV PREV AND PUB HLTH FUND
2466,93,FEDERAL GRANTS AND CONTRACTS,93708,,HEAD START - ARRA
2467,97,FEDERAL GRANTS AND CONTRACTS,97108,,HOMELAND SEC RESH/TEST/EVAL AND DEMO OF TECHNOLOGIES
2555,09,OTHER REVENUE,09019,,NON-TAX DEBT COLLECTIONS
2556,10,FEDERAL GRANTS AND CONTRACTS,10093,,USDA VOLUNTARY PUBLIC ACCESS AND HABITAT PROGRAM
2557,10,FEDERAL GRANTS AND CONTRACTS,10309,,SPECIALTY CROP RESEARCH INITIATIVE
1331,07,"INTEREST, DIVIDEND AND RENTS",07100,,INTEREST
1339,07,"INTEREST, DIVIDEND AND RENTS",07113,,INTEREST ON UNEMPLOYMENT COMPENSATION PAYROLL TAX
1447,07,"INTEREST, DIVIDEND AND RENTS",07134,,VEST - REALIZED GAIN ON INVESTMENTS
1455,07,"INTEREST, DIVIDEND AND RENTS",07306,,RENTAL OF STATE-OWNED VEHICLES
1543,07,"INTEREST, DIVIDEND AND RENTS",07320,,RENTS/ROYALTIES ON FEDERAL LANDS
1551,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08105,,LEAD PROJECT FINES AND PENALTIES
1021,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08123,,LEGAL AID FILING FEES
1029,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08132,,CRIMINAL INJURY COMPENSATION FUND
1037,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08141,,PENALTY SUBSTANDARD FERTILIZER
1145,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08149,,VA DISASTER RESPONSE FUND RECEIPTS
